OID_;admin4Name_en;admin4Name_ua;admin4Pcode;admin4RefName;admin3Name_en;admin3Name_ua;admin2Name_en;admin2Name_ua;admin1Name_en;admin1Name_ua;admin0Name_en;admin0Name_ua;date;validOn;admin4ClassType;admin4pcode2016;POINT_X;POINT_Y;osm_id;fclass;population
334;Berehove;Берегове;UA2110200000;Berehove;Berehivska;Берегівська;Berehivska;Берегівська;Zakarpatska;Закарпатська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2110200000;22,638029199999998;48,204958370000000;254275595;town;24580
335;Rohatyn;Рогатин;UA2624410100;Rohatyn;Rohatynska;Рогатинська;Rohatynskyi;Рогатинський;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2624410100;24,614396469999999;49,405677720000000;312275967;town;8097
336;Zdolbuniv;Здолбунів;UA5622610100;Zdolbuniv;Zdolbunivska;Здолбунівська;Zdolbunivskyi;Здолбунівський;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5622610100;26,248003149999999;50,526766649999999;337520759;town;24537
337;Popasna;Попасна;UA4423810100;Popasna;Popasnianska;Попаснянська;Popasnianskyi;Попаснянський;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4423810100;38,365251880000002;48,629909179999999;337591366;town;22211
338;Ovruch;Овруч;UA1824210100;Ovruch;Ovrutska;Овруцька;Ovrutskyi;Овруцький;Zhytomyrska;Житомирська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1824210100;28,806226370000001;51,324618829999999;313426755;town;16681
339;Rakhiv;Рахів;UA2123610100;Rakhiv;Rakhivska;Рахівська;Rakhivskyi;Рахівський;Zakarpatska;Закарпатська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2123610100;24,213630660000000;48,052683979999998;316186974;town;15137
340;Nadvirna;Надвірна;UA2624010100;Nadvirna;Nadvirnianska;Надвірнянська;Nadvirnianskyi;Надвірнянський;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2624010100;24,569298750000002;48,633857360000000;312273784;town;21930
341;Oster;Остер;UA7422010400;Oster;Osterska;Остерська;Kozeletskyi;Козелецький;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7422010400;30,883631149999999;50,952047790000002;337513526;town;6092
342;Kadiivka;Кадіївка;UA4413100000;Kadiivka;Stakhanovska;Стахановська;Stakhanovska;Стахановська;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4413100000;38,652620530000000;48,563729580000000;337593799;town;79010
343;Horodenka;Городенка;UA2621610100;Horodenka;Horodenkivska;Городенківська;Horodenkivskyi;Городенківський;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2621610100;25,487985710000000;48,671629480000000;312268365;town;9428
344;Halych;Галич;UA2621210100;Halych;Halytska;Галицька;Halytskyi;Галицький;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2621210100;24,731865030000002;49,109340590000002;312267035;town;6307
345;Poltava;Полтава;UA5310100000;Poltava;Poltavska;Полтавська;Poltavska;Полтавська;Poltavska;Полтавська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5310100000;34,544581780000001;49,601909120000002;27121360;town;297600
346;Mena;Мена;UA7423010100;Mena;Menska;Менська;Menskyi;Менський;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7423010100;32,213735309999997;51,525859789999998;337507351;town;12425
347;Yuzhne;Южне;UA5111700000;Yuzhne;Yuzhnenska;Южненська;Yuzhnenska;Южненська;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5111700000;31,100167549999998;46,625189200000001;1628073978;town;29327
348;Uman;Умань;UA7110800000;Uman;Umanska;Уманська;Umanska;Уманська;Cherkaska;Черкаська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7110800000;30,215191220000001;48,757709110000000;248777764;town;86614
349;Chortkiv;Чортків;UA6110300000;Chortkiv;Chortkivska;Чортківська;Chortkivska;Чортківська;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6110300000;25,784012690000001;49,016609299999999;312257558;town;28249
350;Sevastopol;Севастополь;UA8500000000;Sevastopol;Sevastopilska;Севастопільська;Sevastopolska;Севастопольська;Sevastopol;Севастопольська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;8500000000;33,507658339999999;44,591019580000001;251073791;town;522057
351;Pereiaslav-Khmelnytskyi;Переяслав-Хмельницький;UA3211000000;Pereiaslav-Khmelnytskyi;Pereiaslav-Khmelnytska;Переяслав-Хмельницька;Pereiaslav-Khmelnytska;Переяслав-Хмельницька;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3211000000;31,453215680000000;50,072286669999997;337535557;town;27975
352;Polohy;Пологи;UA2324210100;Polohy;Polohivska;Пологівська;Polohivskyi;Пологівський;Zaporizka;Запорізька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2324210100;36,258342050000003;47,478105630000002;1557426211;town;20223
353;Bilhorod-Dnistrovskyi;Білгород-Дністровський;UA5110300000;Bilhorod-Dnistrovskyi;Bilhorod-Dnistrovska;Білгород-Дністровська;Bilhorod-Dnistrovska;Білгород-Дністровська;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5110300000;30,334866060000000;46,184119750000001;738536340;town;50296
354;Terebovlia;Теребовля;UA6125010100;Terebovlia;Terebovlianska;Теребовлянська;Terebovlianskyi;Теребовлянський;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6125010100;25,699472040000000;49,301255370000000;312255547;town;13769
355;Prymorsk;Приморськ;UA2324810100;Prymorsk;Prymorska;Приморська;Prymorskyi;Приморський;Zaporizka;Запорізька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2324810100;36,363229550000000;46,728425299999998;337687511;town;12183
356;Kamianka-Buzka;Кам'янка-Бузька;UA4622110100;Kamianka-Buzka;Kamianka-Buzka;Кам'янка-Бузька;Kamianka-Buzkyi;Кам'янка-Бузький;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4622110100;24,340379290000001;50,103206989999997;313248839;town;10921
357;Huliaipole;Гуляйполе;UA2321810100;Huliaipole;Huliaipilska;Гуляйпільська;Huliaipilskyi;Гуляйпільський;Zaporizka;Запорізька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2321810100;36,257988429999997;47,663556030000002;1734381328;town;14556
358;Novhorod-Siverskyi;Новгород-Сіверський;UA7410500000;Novhorod-Siverskyi;Novhorod-Siverska;Новгород-Сіверська;Novhorod-Siverska;Новгород-Сіверська;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7410500000;33,263576450000002;52,004158429999997;337503361;town;14025
359;Bashtanka;Баштанка;UA4820610100;Bashtanka;Bashtanska;Баштанська;Bashtanskyi;Баштанський;Mykolaivska;Миколаївська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4820610100;32,440450159999997;47,405676739999997;337677190;town;12696
360;Snihurivka;Снігурівка;UA4825710100;Snihurivka;Snihurivska;Снігурівська;Snihurivskyi;Снігурівський;Mykolaivska;Миколаївська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4825710100;32,803124240000002;47,072687260000002;337683039;town;13454
361;Nova Odesa;Нова Одеса;UA4824810100;Nova Odesa;Novoodeska;Новоодеська;Novoodeskyi;Новоодеський;Mykolaivska;Миколаївська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4824810100;31,788639969999998;47,279231009999997;;town;
362;Kamianets-Podilskyi;Кам'янець-Подільський;UA6810400000;Kamianets-Podilskyi;Kamianets-Podilska;Кам'янець-Подільська;Kamianets-Podilska;Кам'янець-Подільська;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6810400000;26,582917819999999;48,691237240000000;268081010;town;101235
363;Novohrad-Volynskyi;Новоград-Волинський;UA1811000000;Novohrad-Volynskyi;Novohrad-Volynska;Новоград-Волинська;Novohrad-Volynska;Новоград-Волинська;Zhytomyrska;Житомирська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1811000000;27,623780889999999;50,593753010000000;146498192;town;56254
364;Korsun-Shevchenkivskyi;Корсунь-Шевченківський;UA7122510100;Korsun-Shevchenkivskyi;Korsun-Shevchenkivska;Корсунь-Шевченківська;Korsun-Shevchenkivskyi;Корсунь-Шевченківський;Cherkaska;Черкаська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7122510100;31,248672670000001;49,416560240000003;1628093208;town;18266
365;Seredyna-Buda;Середина-Буда;UA5924410100;Seredyna-Buda;Seredyno-Budska;Середино-Будська;Seredyno-Budskyi;Середино-Будський;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5924410100;34,037239120000002;52,186723540000003;337502601;town;7500
366;Rava-Ruska;Рава-Руська;UA4622710400;Rava-Ruska;Rava-Ruska;Рава-Руська;Zhovkivskyi;Жовківський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4622710400;23,626585230000000;50,229447630000003;337526329;town;8328
367;Boryslav;Борислав;UA4610300000;Boryslav;Boryslavska;Бориславська;Boryslavska;Бориславська;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4610300000;23,432791129999998;49,287759649999998;313246159;town;32913
368;Brody;Броди;UA4620310100;Brody;Brodivska;Бродівська;Brodivskyi;Бродівський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4620310100;25,151124459999998;50,080873400000002;313246733;town;23752
369;Komarno;Комарно;UA4620910400;Komarno;Komarnivska;Комарнівська;Horodotskyi;Городоцький;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4620910400;23,693857420000001;49,628437050000002;313249186;town;3884
370;Vasylivka;Василівка;UA2320910100;Vasylivka;Vasylivska;Василівська;Vasylivskyi;Василівський;Zaporizka;Запорізька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2320910100;35,287566179999999;47,434952770000002;337676690;town;14134
371;Pervomaisk;Первомайськ;UA4810400000;Pervomaisk;Pervomaiska;Первомайська;Pervomaiska;Первомайська;Mykolaivska;Миколаївська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4810400000;30,847212020000001;48,041077289999997;337661270;town;66965
372;Ochakiv;Очаків;UA4810300000;Ochakiv;Ochakivska;Очаківська;Ochakivska;Очаківська;Mykolaivska;Миколаївська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4810300000;31,534500059999999;46,621665589999999;253315888;town;14834
373;Zolochiv;Золочів;UA4621810100;Zolochiv;Zolochivska;Золочівська;Zolochivskyi;Золочівський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4621810100;24,897356270000000;49,804734330000002;1429712455;town;23900
374;Skole;Сколе;UA4624510100;Skole;Skolivska;Сколівська;Skolivskyi;Сколівський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4624510100;23,513472860000000;49,038451209999998;3726238865;town;6269
375;Sokal;Сокаль;UA4624810100;Sokal;Sokalska;Сокальська;Sokalskyi;Сокальський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4624810100;24,280060079999998;50,478593889999999;261704180;town;25145
376;Sosnivka;Соснівка;UA4611870400;Sosnivka;Sosnivska;Соснівська;Chervonohradska;Червоноградська;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4611870400;24,250741160000000;50,293471940000003;337525000;town;11588
377;Staryi Sambir;Старий Самбір;UA4625110100;Staryi Sambir;Starosambirska;Старосамбірська;Starosambirskyi;Старосамбірський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4625110100;23,000869649999999;49,440774660000002;337558646;town;7000
378;Burshtyn;Бурштин;UA2610300000;Burshtyn;Burshtynska;Бурштинська;Burshtynska;Бурштинська;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2610300000;24,624860810000001;49,259271349999999;312263993;town;15348
379;Krolevets;Кролевець;UA5922610100;Krolevets;Krolevetska;Кролевецька;Krolevetskyi;Кролевецький;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5922610100;33,381770730000000;51,555127089999999;337507057;town;23685
380;Stebnyk;Стебник;UA4610670500;Stebnyk;Stebnytska;Стебницька;Drohobytska;Дрогобицька;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4610670500;23,557882079999999;49,296551479999998;337563707;town;20398
381;Stryi;Стрий;UA4611200000;Stryi;Stryiska;Стрийська;Stryiska;Стрийська;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4611200000;23,850186930000000;49,258286750000003;247880583;town;59488
382;Busk;Буськ;UA4620610100;Busk;Buska;Буська;Buskyi;Буський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4620610100;24,614708560000000;49,966307860000001;313247150;town;8355
383;Kamin-Kashyrskyi;Камінь-Каширський;UA0721410100;Kamin-Kashyrskyi;Kamin-Kashyrska;Камінь-Каширська;Kamin-Kashyrskyi;Камінь-Каширський;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0721410100;24,967536750000001;51,621424130000001;337506245;town;11756
384;Chudniv;Чуднів;UA1825810100;Chudniv;Chudniv;Чуднів;Chudnivskyi;Чуднівський;Zhytomyrska;Житомирська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1825810100;28,116970940000002;50,051829900000001;337535925;town;5752
385;Vilniansk;Вільнянськ;UA2321510100;Vilniansk;Vilnianska;Вільнянська;Vilnianskyi;Вільнянський;Zaporizka;Запорізька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2321510100;35,429366950000002;47,948059379999997;337665263;town;15901
386;Putyvl;Путивль;UA5923810100;Putyvl;Putyvlska;Путивльська;Putyvlskyi;Путивльський;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5923810100;33,868289969999999;51,336714059999998;337509379;town;16361
387;Kamianka-Dniprovska;Кам'янка-Дніпровська;UA2322410100;Kamianka-Dniprovska;Kamiansko-Dniprovska;Кам'янсько-Дніпровська;Kamiansko-Dniprovskyi;Кам'янсько-Дніпровський;Zaporizka;Запорізька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2322410100;34,420860089999998;47,478992009999999;337675581;town;13653
388;Tokmak;Токмак;UA2311000000;Tokmak;Tokmatska;Токмацька;Tokmatska;Токмацька;Zaporizka;Запорізька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2311000000;35,707178339999999;47,253649600000003;1557869790;town;33153
389;Hlyniany;Глиняни;UA4621810200;Hlyniany;Hlynianska;Глинянська;Zolochivskyi;Золочівський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4621810200;24,516427870000001;49,824422560000002;313247874;town;3242
390;Horodok;Городок;UA4620910100;Horodok;Horodotska;Городоцька;Horodotskyi;Городоцький;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4620910100;23,658747269999999;49,786639409999999;261709042;town;15825
391;Novyi Rozdil;Новий Розділ;UA4610800000;Novyi Rozdil;Novorozdilska;Новороздільська;Novorozdilska;Новороздільська;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4610800000;24,129163510000001;49,475531859999997;314222364;town;28530
392;Novoiavorivsk;Новояворівськ;UA4625810500;Novoiavorivsk;Novoiavorivsk;Новояворівськ;Yavorivskyi;Яворівський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4625810500;23,571531340000000;49,930508629999999;337539606;town;5754
393;Chervonohrad;Червоноград;UA4611800000;Chervonohrad;Chervonohradska;Червоноградська;Chervonohradska;Червоноградська;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4611800000;24,236105490000000;50,389865360000002;260943265;town;68308
394;Okhtyrka;Охтирка;UA5910200000;Okhtyrka;Okhtyrska;Охтирська;Okhtyrska;Охтирська;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5910200000;34,898935710000003;50,309428949999997;337524775;town;49091
395;Berdiansk;Бердянськ;UA2310400000;Berdiansk;Berdianska;Бердянська;Berdianska;Бердянська;Zaporizka;Запорізька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2310400000;36,775737749999998;46,771569169999999;258057686;town;116450
396;Orikhiv;Оріхів;UA2323910100;Orikhiv;Orikhivska;Оріхівська;Orikhivskyi;Оріхівський;Zaporizka;Запорізька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2323910100;35,784215000000003;47,567978160000003;337674434;town;15544
397;Ivano-Frankivsk;Івано-Франківськ;UA2610100000;Ivano-Frankivsk;Ivano-Frankivska;Івано-Франківська;Ivano-Frankivska;Івано-Франківська;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2610100000;24,712360780000001;48,917642800000003;268459612;town;230929
398;Pustomyty;Пустомити;UA4623610100;Pustomyty;Pustomytivska;Пустомитівська;Pustomytivskyi;Пустомитівський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4623610100;23,899939539999998;49,719950599999997;337547925;town;9016
399;Yavoriv;Яворів;UA4625810100;Yavoriv;Yavorivska;Яворівська;Yavorivskyi;Яворівський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4625810100;23,385911810000000;49,941490209999998;337539972;town;12948
400;Dobromyl;Добромиль;UA4625110300;Dobromyl;Dobromylska;Добромильська;Starosambirskyi;Старосамбірський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4625110300;22,789647620000000;49,572572129999998;324203591;town;4537
401;Drohobych;Дрогобич;UA4610600000;Drohobych;Drohobytska;Дрогобицька;Drohobytska;Дрогобицька;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4610600000;23,510527840000002;49,352350299999998;313248206;town;74610
402;Radekhiv;Радехів;UA4623910100;Radekhiv;Radekhivska;Радехівська;Radekhivskyi;Радехівський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4623910100;24,633266410000001;50,276826059999998;337525335;town;9463
403;Rudky;Рудки;UA4624210400;Rudky;Rudkivska;Рудківська;Sambirskyi;Самбірський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4624210400;23,488016819999999;49,652629449999999;337550821;town;5408
404;Mohyliv-Podilskyi;Могилів-Подільський;UA0510400000;Mohyliv-Podilskyi;Mohyliv-Podilska;Могилів-Подільська;Mohyliv-Podilska;Могилів-Подільська;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0510400000;27,801255930000000;48,446810560000003;337598184;town;32468
405;Sambir;Самбір;UA4610900000;Sambir;Sambirska;Самбірська;Sambirska;Самбірська;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4610900000;23,204060640000002;49,518123430000003;337556659;town;34823
406;Zhydachiv;Жидачів;UA4621510100;Zhydachiv;Zhydachivska;Жидачівська;Zhydachivskyi;Жидачівський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4621510100;24,139066830000001;49,385168440000001;313248460;town;11204
407;Zhovkva;Жовква;UA4622710100;Zhovkva;Zhovkivska;Жовківська;Zhovkivskyi;Жовківський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4622710100;23,973934109999998;50,060320560000001;260954473;town;13455
408;Kovel;Ковель;UA0710400000;Kovel;Kovelska;Ковельська;Kovelska;Ковельська;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0710400000;24,701040880000001;51,213929540000002;146651245;town;68703
409;Berestechko;Берестечко;UA0720810300;Berestechko;Berestechkivska;Берестечківська;Horokhivskyi;Горохівський;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0720810300;25,118003340000001;50,358588859999998;337523440;town;1796
410;Irshava;Іршава;UA2121910100;Irshava;Irshavska;Іршавська;Irshavskyi;Іршавський;Zakarpatska;Закарпатська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2121910100;23,038231119999999;48,317193990000000;337602677;town;9166
411;Svaliava;Свалява;UA2124010100;Svaliava;Svaliavska;Свалявська;Svaliavskyi;Свалявський;Zakarpatska;Закарпатська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2124010100;22,989694870000001;48,546960960000000;337594479;town;16871
412;Sharhorod;Шаргород;UA0525310100;Sharhorod;Sharhorodska;Шаргородська;Sharhorodskyi;Шаргородський;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0525310100;28,073315010000002;48,760328059999999;337587448;town;6949
413;Kalynivka;Калинівка;UA0521610100;Kalynivka;Kalynivska;Калинівська;Kalynivskyi;Калинівський;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0521610100;28,525450930000002;49,449630249999998;4857065563;town;19335
414;Lviv;Львів;UA4610100000;Lviv;Lvivska;Львівська;Lvivska;Львівська;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4610100000;24,021780669999998;49,830185669999999;26150791;town;724822
415;Mykolaiv;Миколаїв;UA4623010100;Mykolaiv;Mykolaivska;Миколаївська;Mykolaivskyi;Миколаївський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4623010100;23,982417110000000;49,524132430000002;337556154;town;14824
416;Morshyn;Моршин;UA4610700000;Morshyn;Morshynska;Моршинська;Morshynska;Моршинська;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4610700000;23,869961289999999;49,154322170000000;337569716;town;5793
417;Mostyska;Мостиська;UA4622410100;Mostyska;Mostyska;Мостиська;Mostyskyi;Мостиський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4622410100;23,151042929999999;49,795177369999998;337544926;town;11000
418;Horokhiv;Горохів;UA0720810100;Horokhiv;Horokhivska;Горохівська;Horokhivskyi;Горохівський;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0720810100;24,760801130000001;50,497578460000000;337520718;town;9186
419;Ustyluh;Устилуг;UA0720510400;Ustyluh;Ustyluzka;Устилузька;Volodymyr-Volynskyi;Володимир-Волинський;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0720510400;24,155755950000000;50,862051719999997;259981514;town;2205
420;Kivertsi;Ківерці;UA0721810100;Kivertsi;Kivertsivska;Ківерцівська;Kivertsivskyi;Ківерцівський;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0721810100;25,460336290000001;50,831127680000002;337515438;town;14916
421;Tiachiv;Тячів;UA2124410100;Tiachiv;Tiachivska;Тячівська;Tiachivskyi;Тячівський;Zakarpatska;Закарпатська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2124410100;23,573637580000000;48,015640990000001;337662678;town;9184
422;Khust;Хуст;UA2110800000;Khust;Khustska;Хустська;Khustska;Хустська;Zakarpatska;Закарпатська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2110800000;23,296251170000001;48,180906059999998;337657274;town;28438
423;Sudova Vyshnia;Судова Вишня;UA4622410500;Sudova Vyshnia;Sudovovyshnianska;Судововишнянська;Mostyskyi;Мостиський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4622410500;23,359301469999998;49,793938609999998;337545085;town;6434
424;Truskavets;Трускавець;UA4611500000;Truskavets;Truskavetska;Трускавецька;Truskavetska;Трускавецька;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4611500000;23,508604420000001;49,278559309999999;254262743;town;28474
425;Belz;Белз;UA4624810300;Belz;Belzka;Белзька;Sokalskyi;Сокальський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4624810300;24,000536950000001;50,381386960000000;313245896;town;2359
426;Melitopol;Мелітополь;UA2310700000;Melitopol;Melitopolska;Мелітопольська;Melitopolska;Мелітопольська;Zaporizka;Запорізька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2310700000;35,365022860000003;46,846584870000001;1756064266;town;156917
427;Baturyn;Батурин;UA7420310300;Baturyn;Baturynska;Батуринська;Bakhmatskyi;Бахмацький;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7420310300;32,876382409999998;51,341800139999997;337509446;town;2758
428;Kerch;Керч;UA0111200000;Kerch;Kerchenska;Керченська;Kerchenska;Керченська;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0111200000;36,465242220000000;45,330330580000002;1830695012;town;151996
429;Rozhyshche;Рожище;UA0724510100;Rozhyshche;Rozhyshchenska;Рожищенська;Rozhyshchenskyi;Рожищенський;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0724510100;25,266300470000001;50,912306839999999;337514044;town;13441
430;Chop;Чоп;UA2111000000;Chop;Chopska;Чопська;Chopska;Чопська;Zakarpatska;Закарпатська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2111000000;22,207903529999999;48,433735319999997;111366726;town;8981
